resultados_1.txt

CPU	 3	 0
CPU	 1	 0
CPU	 5	 0.016675
CPU	 7	 0
CPU	 9	 0
IO	 0	 0.28335
IO	 2	 0.3
IO	 4	 0.3
IO	 6	 0.283325
IO	 8	 0.283325

resultados_2.txt

CPU	 1	 0
CPU	 3	 0.01665
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0.016675
CPU	 11	 0
CPU	 13	 0.01665
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0.016675
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0
CPU	 41	 0.01665
CPU	 43	 0.016675
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0.016675
IO	 0	 13.9333
IO	 2	 13.9666
IO	 4	 14.0167
IO	 6	 14.0833
IO	 8	 14.15
IO	 10	 14.1667
IO	 12	 14.2166
IO	 14	 14.25
IO	 16	 14.2833
IO	 18	 14.3333
IO	 20	 14.35
IO	 22	 14.3667
IO	 24	 14.3833
IO	 26	 14.3833
IO	 28	 14.3834
IO	 30	 14.3666
IO	 32	 14.3667
IO	 34	 14.35
IO	 36	 14.3167
IO	 38	 14.2667
IO	 40	 14.2333
IO	 42	 14.1834
IO	 44	 14.15
IO	 46	 14.1166
IO	 48	 14.0833

resultados_3.txt

CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0.016675
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0.016675
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0.01665
CPU	 43	 0.01665
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0.01665
CPU	 51	 0
CPU	 53	 0.01665
CPU	 55	 0.01665
CPU	 57	 0.016675
CPU	 59	 0
CPU	 61	 0.016675
CPU	 63	 0.016675
CPU	 65	 0.01665
CPU	 67	 0.016675
CPU	 69	 0.016675
CPU	 71	 0.01665
CPU	 73	 0.016675
CPU	 75	 0.01665
CPU	 77	 0.016675
CPU	 79	 0.03335
CPU	 81	 0.01665
CPU	 83	 0.016675
CPU	 85	 0.016675
CPU	 87	 0.01665
CPU	 89	 0.033325
CPU	 91	 0.03335
CPU	 93	 0.033325
CPU	 95	 0.033325
CPU	 97	 0.033325
CPU	 99	 0.033325
IO	 0	 11.9333
IO	 2	 12.05
IO	 4	 12.1667
IO	 6	 12.2167
IO	 8	 12.3
IO	 10	 12.4
IO	 12	 12.4667
IO	 14	 12.5167
IO	 16	 12.5833
IO	 18	 12.65
IO	 20	 12.7166
IO	 22	 12.75
IO	 24	 12.8167
IO	 26	 12.85
IO	 28	 12.8833
IO	 30	 12.9167
IO	 32	 12.9667
IO	 34	 13.0333
IO	 36	 13.1
IO	 38	 13.1333
IO	 40	 13.1833
IO	 42	 13.2333
IO	 44	 13.2667
IO	 46	 13.3167
IO	 48	 13.3333
IO	 50	 13.35
IO	 52	 13.35
IO	 54	 13.35
IO	 56	 13.3667
IO	 58	 13.35
IO	 60	 13.3166
IO	 62	 13.3
IO	 64	 13.2834
IO	 66	 13.2667
IO	 68	 13.25
IO	 70	 13.2333
IO	 72	 13.2167
IO	 74	 13.1833
IO	 76	 13.15
IO	 78	 13.1
IO	 80	 13.0167
IO	 82	 12.9167
IO	 84	 12.8333
IO	 86	 12.7667
IO	 88	 12.7
IO	 90	 12.6166
IO	 92	 12.5
IO	 94	 12.3667
IO	 96	 12.25
IO	 98	 12.1334

CPU	 1	 0
CPU	 3	 0.01665
CPU	 5	 0
CPU	 7	 0.016675
CPU	 9	 0.016675
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0.016675
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0.01665
CPU	 25	 0.016675
CPU	 27	 0
CPU	 29	 0.016675
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0.016675
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0.016675
CPU	 45	 0.01665
CPU	 47	 0.01665
CPU	 49	 0.01665
CPU	 51	 0.016675
CPU	 53	 0.016675
CPU	 55	 0.01665
CPU	 57	 0.016675
CPU	 59	 0.033325
CPU	 61	 0.03335
CPU	 63	 0.016675
CPU	 65	 0.03335
CPU	 67	 0.033325
CPU	 69	 0.016675
CPU	 71	 0.033325
